Janr,Nesriyyat,Cild,Muellif,Sehife sayi,Dil,Qiymet
Contemporary Fiction,"Little, Brown Book Group",Paperback,Robert Galbraith,784,İngilis dili,16.64
Contemporary Fiction,Transworld Publishers Ltd,Paperback,Markus Zusak,592,İngilis dili,16.64
Nonfiction History Books for Kids,Random House Children's Publishers UK,Paperback,Michael Morpurgo,352,İngilis dili,14.8
Children's Books,Random House Children's Publishers UK,Paperback,Jacqueline Wilson,112,İngilis dili,11.04
Children's Fiction,Random House Children's Publishers UK,Paperback,Michael Morpurgo,32,İngilis dili,14.8
Children's Fiction,Random House Children's Publishers UK,Paperback,Michael Morpurgo,32,İngilis dili,14.8
Contemporary Fiction,Transworld Publishers Ltd,Paperback,"Neil Gaiman ,Terry Pratchett",416,İngilis dili,20.16
Children's Books,Random House Children's Publishers UK,Paperback,Michael Morpurgo,80,İngilis dili,11.04
Nonfiction History Books for Kids,Penguin Books Ltd,Paperback,Dr Sheila Kanani,128,İngilis dili,12.88
Encyclopaedia,Dorling Kindersley Ltd,Paperback,DK,136,İngilis dili,21.2
Crime Fiction,Penguin Books Ltd,Paperback,Gytha Lodge,400,İngilis dili,24.0
Fantasy Books for Kids,Penguin Books Ltd,Paperback,Rhiannon Fielding,32,İngilis dili,12.88
Popular Psychology,Penguin Books Ltd,Hardback,Philippa Perry,256,İngilis dili,24.0
General & World History,Penguin Books Ltd,Paperback,Niall Ferguson,608,İngilis dili,20.32
Contemporary Fiction,Vintage Publishing,Paperback,Kurt Vonnegut,320,İngilis dili,18.48
Contemporary Fiction,Vintage Publishing,Paperback,Kurt Vonnegut,192,İngilis dili,14.8
Contemporary Fiction,Vintage Publishing,Paperback,Joseph Heller,576,İngilis dili,17.84
Crime Fiction,Cornerstone,Paperback,Thomas Harris,432,İngilis dili,16.64
Contemporary Fiction,Vintage Publishing,Paperback,Yukio Mishima,256,İngilis dili,18.48
Business & Management,Ebury Press,Paperback,Steve Peters,272,İngilis dili,28.0
Classic Books for Children,HarperCollins Publishers,Paperback,Michael Bond,144,İngilis dili,11.68
Children's Books,HarperCollins Publishers,Paperback,Michael Bond,96,İngilis dili,24.08
Children's Books,HarperCollins Publishers,Paperback,Michael Bond,96,İngilis dili,28.48
Children's Fiction,Random House Children's Publishers UK,Paperback,Gayle Forman,288,İngilis dili,17.28
Children's Fiction,Random House Children's Publishers UK,Paperback,Jenny Downham,336,İngilis dili,14.8
Graphic Novels,Titan Books Ltd,Hardback,Zac Gorman,296,İngilis dili,88.0
"Classic prose
sic prose",VINTAGE,Paperback,James Joyce,244,İngilis dili,5.84
Early Learning,Andersen Press Ltd,Board book,David McKee,12,İngilis dili,11.04
Children's Fiction,Andersen Press Ltd,Board book,David McKee,12,İngilis dili,11.04
Children's Fiction,Andersen Press Ltd,Board book,David McKee,12,İngilis dili,11.04
Contemporary Fiction,Simon & Schuster Ltd,Paperback,"Rachael Lippincott ,Mikki Daughtry , Tobias Iaconis",288,İngilis dili,16.96
General Knowledge,Octopus Publishing Group,Paperback,Bounty,208,İngilis dili,15.6
General Knowledge,Octopus Publishing Group,Paperback,Bounty,208,İngilis dili,15.6
Popular Science,Transworld Publishers Ltd,Paperback,Richard Dawkins,480,İngilis dili,24.08
History,Penguin Books Ltd,Paperback,Niall Ferguson,432,İngilis dili,15.4
Children's Fiction,HarperCollins Publishers,Paperback,Michael Bond,32,İngilis dili,15.36
Popular Psychology,Octopus Publishing Group,Paperback,Miriam Akhtar,96,İngilis dili,14.8
Business & Management,Cornerstone,Paperback,Jonah Sachs,256,İngilis dili,18.48
Activity Books,Simon & Schuster Ltd,Hardback,Robert Sabuda,12,İngilis dili,65.76
Memoirs,Ebury Publishing,Paperback,Anthony Ray Hinton,368,İngilis dili,16.64
Children's Fiction,Andersen Press Ltd,Paperback,David McKee,32,İngilis dili,12.88
Children's Fiction,Andersen Press Ltd,Paperback,David McKee,32,İngilis dili,12.88
Children's Fiction,Andersen Press Ltd,Paperback,David McKee,32,İngilis dili,12.88
Contemporary Fiction,Transworld Publishers Ltd,Paperback,Fiona Barton,384,İngilis dili,24.0
Contemporary Fiction,Quercus Publishing,Paperback,Nikolai Gogol,336,İngilis dili,16.64
Crime Fiction,Cornerstone,Paperback,James Patterson,448,İngilis dili,14.8
Crime Fiction,Cornerstone,Paperback,"James Patterson ,Candice Fox",384,İngilis dili,16.64
Religion & Science,Cornerstone,Hardback,"Dalai Lama , Archbishop Desmond Tutu",368,İngilis dili,32.96
Contemporary Fiction,Cornerstone,Paperback,Helen Dunmore,400,İngilis dili,16.64
Contemporary Fiction,Cornerstone,Paperback,Lauren Groff,288,İngilis dili,16.64
History Books for Kids,Frances Lincoln Publishers Ltd,Hardback,"Mar?a Isabel S?nchez Vegara ,  Agathe Sorlet",32,İngilis dili,18.48
History Books for Kids,Frances Lincoln Publishers Ltd,Hardback,Lisbeth Kaiser,32,İngilis dili,18.48
Popular Science,Ebury Publishing,Hardback,"Michael Bright , Chloe Sarosh",288,İngilis dili,46.24
Contemporary Fiction,Cornerstone,Paperback,Thomas Harris,336,İngilis dili,23.12
Business & Management,Ebury Publishing,Paperback,Pete Lindsay,160,İngilis dili,14.8
Crime Fiction,Cornerstone,Paperback,Lisa Gardner,416,İngilis dili,12.88
Crime Fiction,Cornerstone,Paperback,James Patterson,432,İngilis dili,16.64
Crime Fiction,ARROW BOOKS LTD,Paperback,Simon Kernick,400,İngilis dili,12.72
Contemporary Fiction,Vintage Publishing,Paperback,Irvine Welsh,432,İngilis dili,16.64
Political Leaders & Leadership,Vintage Publishing,Paperback,Ben Rhodes,480,İngilis dili,18.48
Crime Fiction,Vintage Publishing,Paperback,D. B. John,448,İngilis dili,16.64
Contemporary Fiction,Vintage Publishing,Paperback,Anthony Horowitz,304,İngilis dili,16.64
Business & Management,Vintage Publishing,Paperback,Yanis Varoufakis,224,İngilis dili,19.36
Contemporary Fiction,Vintage Publishing,Paperback,Vesna Goldsworthy,288,İngilis dili,16.64
Crime Fiction,Vintage Publishing,Paperback,Arnaldur Indridason,368,İngilis dili,11.12
Contemporary Fiction,Vintage Publishing,Paperback,Sebastian Faulks,320,İngilis dili,16.64
Contemporary Fiction,Transworld Publishers Ltd,Paperback,Kate Atkinson,416,İngilis dili,14.8
Contemporary Fiction,Transworld Publishers Ltd,Paperback,Ruth Jones,528,İngilis dili,16.64
Contemporary Fiction,Transworld Publishers Ltd,Paperback,John Boyne,448,İngilis dili,16.64
Children's Fiction,Andersen Press Ltd,Board book,David McKee,12,İngilis dili,11.04
Novelty Books,Andersen Press Ltd,Board book,David McKee,12,İngilis dili,12.88
Novelty Books,Andersen Press Ltd,Board book,David McKee,12,İngilis dili,12.88
Novelty Books,Andersen Press Ltd,Board book,David McKee,12,İngilis dili,9.2
Children's Fiction,Andersen Press Ltd,Paperback,David McKee,32,İngilis dili,12.88
Activity Books,Andersen Press Ltd,Board book,David McKee,10,İngilis dili,16.64
Fantasy Books for Kids,Andersen Press Ltd,Paperback,David McKee,32,İngilis dili,12.88
Crime Fiction,Cornerstone,Paperback,Harlan Coben,384,İngilis dili,23.12
Crime Fiction,Vintage Publishing,Paperback,Ruth Ware,416,İngilis dili,14.8
Contemporary Fiction,Ebury Publishing,Paperback,Jo Middleton,400,İngilis dili,14.8
Historical Fiction,Pan MacMillan,Paperback,Jeffrey Archer,544,İngilis dili,16.64
Contemporary Fiction,Pan MacMillan,Paperback,Jeffrey Archer,512,İngilis dili,16.64
Contemporary Fiction,Pan MacMillan,Paperback,Jeffrey Archer,528,İngilis dili,16.64
Contemporary Fiction,Pan MacMillan,Paperback,Jeffrey Archer,480,İngilis dili,16.64
Contemporary Fiction,Pan MacMillan,Paperback,Jeffrey Archer,480,İngilis dili,16.64
Crime Fiction,HODDER & STOUGHTON,Paperback,Stephen King,496,İngilis dili,16.96
Sci Fi Books for Kids,Simon & Schuster Ltd,Paperback,Joey Graceffa,384,İngilis dili,14.8
Crime Fiction,Pan MacMillan,Paperback,C. J. Sansom,880,İngilis dili,16.64
Romance,Orion Publishing Co,Paperback,Ruth Kelly,352,İngilis dili,16.64
Contemporary Fiction,Penguin Books Ltd,Paperback,Sylvain Neuvel,432,İngilis dili,14.8
Contemporary Fiction,Transworld Publishers Ltd,Paperback,Renee Knight,304,İngilis dili,24.0
Business & Management,Ebury Publishing,Paperback,Billy Gallagher,304,İngilis dili,18.48
Business & Management,Ebury Publishing,Paperback,James Reed,208,İngilis dili,21.52
Contemporary Fiction,"Little, Brown Book Group",Paperback,Robert Bryndza,384,İngilis dili,14.8
Activity Books,Penguin Books Ltd,Board book,Ladybird,12,İngilis dili,11.84
Classic Books for Children,Penguin Books Ltd,Hardback,Vera Southgate,56,İngilis dili,8.88
Classic Books for Children,Penguin Books Ltd,Hardback,Vera Southgate,56,İngilis dili,8.88
Children's Fiction,Penguin Books Ltd,Hardback,Ladybird,56,İngilis dili,8.88
Activity Books,Penguin Books Ltd,Board book,Ladybird,12,İngilis dili,11.84
Activity Books,SIMON & SCHUSTER,Hardback,Robert Sabuda,7,İngilis dili,65.76
Business & Management,Transworld Publishers Ltd,Paperback,Stephen Bayley,256,İngilis dili,31.36
Science Fiction,Orion Publishing Co,Paperback,Dmitry Glukhovsky,464,İngilis dili,19.76
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,Terry Pratchett,240,İngilis dili,12.88
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,Terry Pratchett,256,İngilis dili,12.88
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,Terry Pratchett,368,İngilis dili,14.8
Children's Fiction,Random House Children's Publishers UK,Paperback,Nicola Yoon,384,İngilis dili,17.28
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,Terry Pratchett,288,İngilis dili,17.2
Children's Fiction,Random House Children's Publishers UK,Paperback,R. J. Palacio,320,İngilis dili,15.84
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,Terry Pratchett,192,İngilis dili,12.88
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,"Terry Pratchett , Lyn Pratchett",192,İngilis dili,12.88
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,Terry Pratchett,224,İngilis dili,12.88
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,Terry Pratchett,512,İngilis dili,18.48
Thriller Books,Transworld Publishers Ltd,Paperback,Frederick Forsyth,384,İngilis dili,14.8
Contemporary Fiction,Transworld Publishers Ltd,Paperback,Shari Lapena,368,İngilis dili,12.88
Contemporary Fiction,Transworld Publishers Ltd,Paperback,Charlene Allcott,368,İngilis dili,14.8
Fantasy Books for Kids,Random House Children's Publishers UK,Paperback,Philip Pullman,240,İngilis dili,12.88
Popular Science,"Little, Brown Book Group",Paperback,Carl Sagan,416,İngilis dili,24.96
Historical Fiction,Penguin Books Ltd,Paperback,Rhidian Brook,336,İngilis dili,16.64
Biography,Penguin Books Ltd,Paperback,Dave Eggers,352,İngilis dili,18.48
Economic History,Penguin Books Ltd,Paperback,Linda Yueh,368,İngilis dili,21.52
Political Science & Theory,Penguin Books Ltd,Paperback,Zadie Smith,464,İngilis dili,18.48
Contemporary Fiction,Penguin Books Ltd,Paperback,J. D. Salinger,240,İngilis dili,7.68
Historical Fiction,Penguin Books Ltd,Paperback,Laura Moriarty,432,İngilis dili,14.8
Classic Books & Novels,Penguin Books Ltd,Paperback,Franz Kafka,208,İngilis dili,15.76
Religion & Science,Penguin Books Ltd,Hardback,Shunmyo Masuno,224,İngilis dili,25.76
Business & Management,Penguin Books Ltd,Paperback,Aaron Dignan,304,İngilis dili,27.68
Short Story Books,Penguin Books Ltd,Paperback,Bryan Karetnyk,464,İngilis dili,20.32
Contemporary Fiction,Penguin Books Ltd,Paperback,Cara Hunter,384,İngilis dili,14.8
Activity Books,Penguin Books Ltd,Board book,Ladybird,12,İngilis dili,7.36
Biography,Penguin Books Ltd,Hardback,"Elena Favilli , Elena Favilli",224,İngilis dili,52.96
Popular Science,Penguin Books Ltd,Paperback,Carlo Rovelli,224,İngilis dili,19.52
Philosophy Of Science,Penguin Books Ltd,Paperback,Steven Pinker,576,İngilis dili,28.48
Autobiography,Penguin Books Ltd,Paperback,Roald Dahl,464,İngilis dili,21.6
Biography,Penguin Books Ltd,Paperback,Niall Ferguson,576,İngilis dili,40.64
Contemporary Fiction,Vintage Publishing,Paperback,Haruki Murakami,304,İngilis dili,19.76
Contemporary Fiction,Vintage Publishing,Paperback,Haruki Murakami,192,İngilis dili,19.76
Contemporary Fiction,Vintage Publishing,Paperback,Haruki Murakami,240,İngilis dili,18.88
Music,Ebury Publishing,Paperback,Hunter Davies,1072,İngilis dili,31.36
Classic Books for Children,HarperCollins Publishers,Paperback,Michael Bond,32,İngilis dili,15.36
Classic Books for Children,HarperCollins Publishers,Paperback,Michael Bond,24,İngilis dili,15.36
Classic Books for Children,HarperCollins Publishers,Paperback,Michael Bond,32,İngilis dili,15.36
Classic Books for Children,HarperCollins Publishers,Paperback,Michael Bond,32,İngilis dili,15.36
Fantasy Books for Kids,Bloomsbury Publishing PLC,Paperback,J. K. Rowling,560,İngilis dili,20.16
Multiculturalism,Wide Eyed Editions,Hardback,Jamia Wilson,64,İngilis dili,27.68
Business & Management,Harvard Business Review Press,Paperback,"Martin E.P. Seligman ,Tony Schwartz ,  Warren G. Bennis , Robert J. Thomas",224,İngilis dili,39.12
Management & Management Techniques,Harvard Business Review Press,Paperback,Harvard Business Review,240,İngilis dili,31.28
Business & Management,Harvard Business Review Press,Paperback,"Daniel Goleman ,Richard E. Boyatzis , Annie McKee ,Sydney Finkelstein",208,İngilis dili,39.12
Business & Management,INGRAM PUBLISHER SERVICES US,Paperback,Erin Meyer,288,İngilis dili,35.2
Crime Fiction,Pan MacMillan,Paperback,Andrea Camilleri,272,İngilis dili,16.64
Contemporary Fiction,Orion Publishing Co,Paperback,V.V. James,464,İngilis dili,27.68
General & World History,Headline Publishing Group,Paperback,Tom Phillips,320,İngilis dili,21.2
Activity Books,Simon & Schuster Ltd,Hardback,Robert Sabuda,12,İngilis dili,65.76
Business & Management,Harvard Business Review Press,Paperback,"Peter F. Drucker , Clayton M. Christensen, Vijay Govindarajan",192,İngilis dili,39.12
Business & Management,Harvard Business Review Press,Paperback,"Harvard Business Review , Daniel Goleman , Jon R. Katzenbach ,W.Chan Kim ,Renee A. Mauborgne",240,İngilis dili,39.12
Contemporary Fiction,"Little, Brown Book Group",Paperback,"Robert Galbraith ,J. K. Rowling",384,İngilis dili,16.64
Physical Geography & Topography,Transworld Publishers Ltd,Hardback,"Alastair Fothergill,Keith Scholey , Fred Pearce , David Attenborough",320,İngilis dili,46.24
Science,Dorling Kindersley Ltd,Paperback,DK,256,İngilis dili,24.22
Contemporary Fiction,Vintage Publishing,Paperback,Haruki Murakami,1328,İngilis dili,36.0
Children's General Story Books,Scholastic,Paperback,Dav Pilkey,144,İngilis dili,11.04
Classic Books & Novels,Vintage Publishing,Paperback,Daniel Defoe,272,İngilis dili,6.72
Classic Books & Novels,Vintage Publishing,Paperback,Charlotte Bronte,560,İngilis dili,5.84
Fantasy Books for Kids,"Little, Brown Book Group",Hardback,J.K. Rowling,304,İngilis dili,31.36
Contemporary Fiction,Cornerstone,Paperback,Paulo Coelho,304,İngilis dili,12.88
Classic Books & Novels,Vintage Classics,Paperback,Sir Arthur Conan Doyle,206,İngilis dili,5.84
Classic Books for Children,Vintage Children's Classics,Paperback,L Frank Baum,224,İngilis dili,5.84
Classic Books for Children,Vintage Classics,Paperback,Jane Austen,314,İngilis dili,5.84
Classic Books for Children,Vintage Classics,Paperback,Edgar Allan Poe,208,İngilis dili,5.84
Classic Books for Children,Vintage Children's Classics,Paperback,James Matthew Barrie,256,İngilis dili,5.84
Classic Books & Novels,Vintage Publishing,Paperback,Emily Bronte,368,İngilis dili,5.76
Classic Books & Novels,Vintage Publishing,Paperback,Robert Louis Stevenson,224,İngilis dili,6.72
Classic Books & Novels,Vintage Publishing,Paperback,Jane Austen,384,İngilis dili,6.72
Classic Books & Novels,Vintage Publishing,Paperback,Jane Austen,384,İngilis dili,6.4
Classic Books & Novels,Vintage Publishing,Paperback,Oscar Wilde,208,İngilis dili,5.84
Classic Books & Novels,Vintage Publishing,Paperback,Oscar Wilde,464,İngilis dili,5.84
Classic Books & Novels,Vintage Publishing,Paperback,F. Scott Fitzgerald,160,İngilis dili,5.84
Classic Books & Novels,Vintage Publishing,Paperback,Robert Louis Stevenson,256,İngilis dili,5.84
Classic Books & Novels,Vintage Publishing,Paperback,Lewis Carroll,336,İngilis dili,6.72
Classic Books & Novels,Vintage Publishing,Paperback,Sir Arthur Conan Doyle,240,İngilis dili,5.76
Fantasy Books for Kids,Bloomsbury Publishing PLC,Paperback,J. K. Rowling,144,İngilis dili,12.96
Fantasy Books for Kids,Bloomsbury Publishing PLC,Paperback,J. K. Rowling,144,İngilis dili,12.96
Romance,Penguin Books Ltd,Paperback,Jojo Moyes,480,İngilis dili,15.68
Mystery Books for Kids,Scholastic,Paperback,Dav Pilkey,160,İngilis dili,11.04
Mystery Books for Kids,Scholastic,Paperback,Dav Pilkey,176,İngilis dili,11.04
Language Teaching,John Murray Press,Paperback,"Olly Richards ,  Richard Simcott",272,İngilis dili,23.2
Psychology,Orion Publishing Co,Paperback,Daniel Keyes,488,İngilis dili,31.28
Books for Children,Scholastic,Paperback,Dav Pilkey,150,İngilis dili,12.64
Thriller,Orion Publishing Co,Paperback,Diane Setterfield,480,İngilis dili,16.64
Books for Children,Penguin Books Ltd,Paperback,Top Wing,32,İngilis dili,11.04
Books for Children,Penguin Books Ltd,Hardback,Top Wing,16,İngilis dili,9.2
Books for Children,Oxford University Press,Paperback,Astrid Lindgren,192,İngilis dili,11.04
Books for Children,Penguin Books Ltd,Paperback,Roald Dahl,176,İngilis dili,13.44
Books for Children,Random House Children's Publishers UK,Paperback,Mary Pope Osborne,80,İngilis dili,10.96
Psychology,Ebury Publishing,Paperback,"Deepak Chopra ,  Rudolph E. Tanzi",304,İngilis dili,15.36
Psychology,HarperCollins Publishers Inc,Hardback,Mark Manson,224,İngilis dili,42.32
Animal Stories,Little Tiger Press Group,Paperback,Holly Webb,192,İngilis dili,12.64
Fantasy Books for Kids,Little Tiger Press Group,Paperback,Holly Webb,192,İngilis dili,12.64
Animal Stories,Little Tiger Press Group,Paperback,Holly Webb,192,İngilis dili,12.64
Mystery Books for Kids,Little Tiger Press Group,Paperback,Holly Webb,176,İngilis dili,10.96
